userName,at,content,score,thumbsUpCount,content_processed_FINAL
mamah ian,10/11/2025 9:10,"game susah login, game aneh banyak kecurangan di dalam game nya membuat chaos suasana game, game buruk",1,0,game susah login game aneh curang game chaos suasana game game buruk
Dika Isback,10/11/2025 9:05,game ampas banyak bug,1,0,game ampas bug
Xza,10/11/2025 8:33,game nya bug pas di awal,1,0,game bug pas
Rizki Adii,10/11/2025 8:18,game mati tolol,1,0,game mati tolol
Danny Kurniawan,10/11/2025 7:23,"login sekarang susah, terkhusus pemakaian wifi,,",1,1,login susah khusus pakai wifi
Fadil Fadilah,10/11/2025 6:41,"koneksi sangat buruk,saya selalu mengalami,""error connecting""dan banyak sekali bot,itu membuat saya terganggu",1,1,koneksi buruksaya mengalamierror connectingdan botitu ganggu
Pais Purwanto,10/11/2025 6:39,keren semoga servernya ga ngelek saya maen dah lama ini baru comeback lagi terimakasih ubisoft🤩🤩🤩,5,0,keren moga servernya ngelek maen comeback terimakasih ubisoft
Cindy Sofia,10/11/2025 6:07,game burik,2,0,game burik
Mitra Galaxy,10/11/2025 6:02,game nya ngebosenin coba aja tiba tiba ada admin yang datang ke aku baru ngasih semua item langka auto ku promosikan gamenya,4,0,game ngebosenin coba ngasih item langka auto ku promosi gamenya
Tibyan,10/11/2025 5:59,ni game kenapa dah bisa bisanya gw di ban tanpa alasan,1,0,game bisa ban alas
Gregorian Nathanoell,10/11/2025 5:41,"for now one star , why? ya , masalah server. ini udah paling banyak di kritik tapi gak selesai"". gw liat bot dimana mana , mau farm susah , pindah world disconnect , dll. masih banyak , dan penyabab nya apa? server overload , ya karna bot. gw rasa ngeban bot gak terlalu ngaruh. karna mati satu tumbuh seribu 🤣 coba fix dulu dari akar nya , kayak apk"" pkuy , lucifer , dll. edit : woi ubilembut gw stuck di loading melulu pas mau log in , server masih kentang aja hadehh (2025-10-11)",1,0,for now one star why server udah kritik selesai liat bot mana farm susah pindah world disconnect dll penyabab server overload karna bot ngeban bot ngaruh karna mati tumbuh ribu coba fix akar kayak apk pkuy lucifer dll edit ubilembut stuck loading melulu pas login in server kentang hadehh
kahfi habibie,10/11/2025 4:36,server lag,1,0,server lag
Bhima Yusafine,10/11/2025 4:33,gem bagus dan band band i anak pakek gl atau pun proxy biar gak dead gem dan banyak bot kurangi semakin login. semakin banyak bot yang auto atau kasino,5,0,game bagus band band anak pakek gl proxy biar dead game bot kurang login bot auto kasino
HAIKAL ALI,10/11/2025 4:32,"ajg gabisalogin stack di ercon dah mode pesawat nyala matiin ttp ae dah 1 bulan gk bisa login game rusaaak, mana harga item naek gk ngotak taekk",1,6,ajg gabisalogin stack ercon mode pesawat nyala matiin ttp ae login game rusaaak harga item naek ngotak taekk
Bang R,10/11/2025 4:27,overloaded server,4,0,overloaded server
Aris Setiawan,10/11/2025 4:23,"tolong ubisoft, masih ada kendala dibagian login, ketika login terdeteksi memakai vpn padahal sebenarnya tidak, dan harus logout agar bisa login kembali namun ketika login kembali menggunakan gmail sering ada batasan, problemnya disitu jadi gabisa main",3,23,tolong ubisoft kendala bagi login login deteksi pakai vpn logout login login gmail batas problem situ gabisa main
Farel Hanif,10/11/2025 3:54,geme kebayak an nebak susa login,1,0,geme bayak an nebak susa login
Ff Gemge,10/11/2025 3:32,gamenya keren,5,0,gamenya keren
Mila Tata,10/11/2025 3:08,server ny ngelag parah,1,0,server ny ngelag parah
rezky permana,10/11/2025 2:29,"tolonglah saya gabisa login pake wifi, kendalanya not using vpn padahal saya engga pake vpn. dulu masalahnya try login again sm ercon sekarang nambah lagi hadeh",1,1,tolong gabisa login wifi kendala not using vpn engga vpn try login again ercon nambah hadeh
Fadhil Rahadian,10/11/2025 2:10,game komtol dead game player bot semua ngencot masuk world aja sejam,1,0,game komtol dead game player bot ngencot masuk world jam
Reinhart Anthony,10/11/2025 1:54,tolong perbaiki servernya plis gua sampe gak bisa login ini game butuh waktu yg lama ini tolong jangan update item terus server juga di perbaiki tolong,1,4,tolong baik servernya plis sampe login game butuh tolong update item server baik tolong
3ds store,10/11/2025 0:57,"plase fix the loggin, i cant loggin",1,0,plase fix the loggin cant loggin
Agus Pranata Ginting,10/11/2025 0:19,"apasi ga jelas bgt server nya. gw pengen main balik, akun lama gw ga bisa login, banyak amat bacot server nya. eh coba buat baru langsung main g ada masalah. gaje bgt anj",1,30,apas banget server ken main akun login bacot server coba langsung main banget anjing
Angelo Barrett,10/10/2025 23:12,"kena mental gw ama game lu,kalo ga niat bikin game apus aja",1,0,kena mental game lukalo niat game apus
ibrahim,10/10/2025 17:35,stuck loading gk jelas,2,0,stuck loading
Raffli RR,10/10/2025 16:21,apa ini woi ke detect pake vpn mulu padahal sama sekali gak pake vpn/tool apapun,1,0,detect vpn mulu vpntool apa
Totoy tangker,10/10/2025 14:51,"nice game, but server very bad",5,0,nice game but server very bad
Danu Rahmandito,10/10/2025 13:38,"ubisoft pls fix ur game ,why my ping is good , buy in growtopia is very lag example : can't enter world , reconnect"" , and very lagg",5,0,ubisoft pls fix ur game why my ping is good buy in is very lag example cant enter world reconnect and very lagg
Selo Fabio,10/10/2025 13:34,gampang sekali ercon dan gampang stuck,1,0,gampang ercon gampang stuck
Devin Alviano,10/10/2025 13:23,game bagus,5,0,game bagus
Mochammad Bobadillah Salam,10/10/2025 11:40,saya kembali menjadi yang lebih baik lagi,5,0,
Andi Amjad Naufal (Aan),10/10/2025 11:22,"hati-hati bermain dengan game ini. setelah membeli & menggunakan growpass, kalian akan di suspend permanen. saya sudah mengajukan keberatan tapi katanya jika suspand permanen, tidak akan digubris oleh cs (tidak akan mendengar alasan apapun, walaupun kalian tidak melakukan kejahatan itu).",1,20,hatihati main game beli growpass suspend permanen aju berat suspand permanen gubris cs dengar alas apa jahat
andra 2310,10/10/2025 10:39,game tidal kelas jangan di dowload ga bisa login alasan make vpn engak dan masuk gmail saja sulit,1,1,game tidal kelas dowload login alas make vpn engak masuk gmail sulit
Kiki Marcel8,10/10/2025 10:35,login nya susah banget yaampun pakek data eror connecting kadang ada peringatan vpn padahal gak pake vpn make wifi limit address yaampun game busuk kembalikan login kami yang waktu itu kadang stuck loading doang,1,0,login susah banget yaampun pakek data eror connecting kadang ingat vpn vpn make wifi limit address yaampun game busuk kembali login kadang stuck loading doang
Anandawi,10/10/2025 9:33,bug game not good hahahahahhaha,1,0,bug game not good hahahahahhaha
Haru Verse,10/10/2025 9:20,"susah login nya, disconnect dan dituduh pake vpn terus, padahal ga ada masalah sama jaringan, servernya aneh, developer tidak peduli soal kenyamanan playernya",1,12,susah login disconnect tuduh vpn jaring servernya aneh developer peduli nyaman playernya
satriaadiputra satriaadiputrapratama,10/10/2025 8:12,"kecewa setiap menit ercon, game sangat jelek",1,0,kecewa menit ercon game jelek
8.217 Gibor Frederico Andeng,10/10/2025 8:11,"game lawak, padahal dari dulu masalahnya sama, tapi tetep aja gk bisa dibenerin",1,2,game lawak tetep dibenerin
rajino rajino,10/10/2025 7:34,"plis pada comeback gt ya, aku kgn 🤗😀",5,0,plis comeback kgn
Batman Ultramins,10/10/2025 7:30,"game rusakkkkkkk login aja susah bangett nunguin loading aja kek lagi nunggu ad 19jt lapangan pekerjaan, gw tau ini upaya ubi agar mengurangi bot, tapi ya mikir lah kocak masa player baru kek gw g bisa login jir buat apa gw download ni game login doang susah nya minta ampun, tolong lah ya ubi kalo di mau bikin game yang niat lah",1,0,game rusakkkkkkk login susah bangett nunguin loading nunggu ad jt lapang kerja tau upaya ubi kurang bot mikir kocak player login jir download game login doang susah ampun tolong ubi game niat
Ken Push,10/10/2025 6:16,"jelek"" server",1,0,jelek server
Desta Riyadi,10/10/2025 6:08,big w i got sun blade,5,0,big got sun blade
YT. Kabupaten,10/10/2025 5:39,kena suspend mulu akun gw,1,0,kena suspend mulu akun
Yozzz Ganteng,10/10/2025 5:18,saya sudah bermain game ini lebih dari 2 tahun dan off selama setahun saat saya mau login untuk nostalgia tidak bisa kembali ke akun saya selalu fail sistem login terbaru sangat buruk👎,1,0,main game off tahun login nostalgia akun fail sistem login baru buruk
Lintang satria Khrisna Murti,10/10/2025 5:07,"hard to login, pls fix the server",1,0,hard to login pls fix the server
Fitri Rahmawati,10/10/2025 4:25,game jelk kok asal ngeban😂,1,0,game jelk ngeban
Chandra Ch,10/10/2025 4:04,"game bodoh, gw mau login aja susah banget malah di bilang make vpn tolol",1,1,game bodoh login susah banget bilang make vpn tolol
Moses Timothy,10/10/2025 3:52,gg semoga 28 19 sama 00 trus gua,5,0,gg moga trus
Pengguna Google,10/10/2025 3:44,"eh ubisoft bnerin apa ni gam, klo ga ercom ya vpn apa kli",1,0,ubisoft bnerin gam ercom vpn kli
opm 50k,10/10/2025 3:15,game bagus saran dari gua benerin server aja dulu biar enga full mulu,5,0,game bagus saran benerin server biar enga full mulu
Infinix hot9,10/10/2025 2:47,game fak masa baru main gak nyampe sejamlah udah kena ben kan gak jelass yang paling parah ny di bend sampai 2030 anjir game gak jelass fakyuu developer!!!,1,0,game fak main nyampe jam udah kena ben jelass parah ny bend anjir game jelass fakyuu developer
Ox Gon,10/10/2025 2:17,"gila bot yang on melebihi player. yang mana player hanya 10%, bot nya 90%. moderator nya mana. jika moderator on dan ban bot maka. bot akan mati. jadi moderator mana?. apakah moderator hanya cari nama supaya terkendal?. kebanyakan moderator tidur dan sibuk. saran tambahin moderator lagi yang muda dan pengangguran supaya bisa aktif terus. bukan yang tua dan sibuk!!!",1,0,gila bot on lebih player player bot moderator moderator on ban bot bot mati moderator moderator cari nama kendal banyak moderator tidur sibuk saran tambahin moderator muda anggur aktif tua sibuk
Hahass Hahsh,10/10/2025 1:53,"bintang 5 biar up aku pake wifi ga bisa on 4 bulan, dan biasa nya pake vpn favorit bisa srkarang ga bisa kecewa berat gamr aneh",5,0,bintang biar up wifi on vpn favorit srkarang kecewa berat gamr aneh
Kaidam Saputra22,10/10/2025 1:04,game aneh anj sinyal udah bagus kagak bisa login jadi dead game ajah 😡,1,1,game aneh anjing sinyal udah bagus kagak login dead game ajah
Abdurrahman Naufal,10/10/2025 0:44,"game ny membaik, server kadang lancar, tapi sering dc, bot juga masih banyak",5,0,game ny baik server kadang lancar dc bot
M Hajid Syakir,10/10/2025 0:16,"game rusak server kaga jelas, sistemnya kaga bener ubisoft kaga mau ada benerin sistem atau servernya apa? bot urusin dong ga guna amat jadi develop",1,0,game rusak server kaga sistem kaga bener ubisoft kaga benerin sistem servernya bot urusin develop
Hermin Yuliyani,10/9/2025 22:49,growtopia game terbaikk,5,0,game terbaikk
Andika Firansyah,10/9/2025 22:06,"banyak bug yg bikin rugi, servernya yang lag, banyak bot yang berserakan, dan jatuhnya perekonomian growtopia membuatku sedikit kecewa dengan manajemen nya....",1,0,bug rugi servernya lag bot sera jatuh ekonomi buat kecewa manajemen
Vespa Q,10/9/2025 21:36,"fix your server bruh, and banned user bot or like that ilegal player hacker etc",1,0,fix your server bruh and banned user bot or like that ilegal player hacker etc
Nanang Permana,10/9/2025 18:37,"banyak yang kritik bukanya lebih baik gamenya malah makin menjadi, tolong di urus itu bot,spamer, csn, qq udah ban aja,gak bakalan rugi ngeban akun hama kaya gitu",4,0,kritik buka gamenya tolong urus botspamer csn qq udah ban ajagak rugi ngeban akun hama kaya
Shendy Dwiyati,10/9/2025 18:18,update mlu tapi server masi aja bobrok,1,0,update mlu server mas bobrok
Muhammad Rizal,10/9/2025 17:50,woi kunyuk ban false mulu dah udh ke 5x lol gua player legal pao,1,0,kunyuk ban false mulu lol player legal pao
Grace Tyora Irwan,10/9/2025 16:02,"perasaan update mulu tapi ga pernah bener servernya, baru beberapa hari update, eh skrg update lagi, hadeuhh ini kalau ku update tp servernya masih jelek aku kasih bintang 2 aja lah ya:)",3,0,asa update mulu bener servernya update skrg update hadeuhh ku update servernya jelek kasih bintang
Febi Febi,10/9/2025 16:01,"game nya seru sih cuma waktu login loh, disuruh pake vpn pake vpn malah ga disuruh kadang yang ip addres nya gamau lagi, botmalah mudah masuk jadi heran sana developer nya",1,9,game seru login suruh vpn vpn suruh kadang ip addres gamau botmalah mudah masuk heran developer
Brndon Zkl,10/9/2025 15:23,game apa sih ini waktu itu server kentang sekarang login susah gimana coba mau main dikit dikit ercon dikit dikit something went wrong game burik,1,0,game server kentang login susah gimana coba main dikit dikit ercon dikit dikit something went wrong game burik
AidiL Fikri,10/9/2025 14:59,"thanks u got me, pls unban my account id : 1woo",5,1,thanks got me pls unban my account id woo
lana gulam,10/9/2025 14:58,"tolong benerin servernya, masa mau login gagal terus, error connection padahal main yang lain aja lancar, segera benerin server nya, update malah jadi lebih buruk, aneh!!!!!!",1,59,tolong benerin servernya login gagal error connection main lancar benerin server update buruk aneh
Rama aji Pangestu,10/9/2025 14:55,game seru,5,0,game seru
Denis H,10/9/2025 14:37,"i love this game, because this game i have many friend",5,1,love this game because this game have many friend
Rezky Has Died,10/9/2025 14:33,please develop it further especially regarding the server being too heavy,5,0,please develop it further especially regarding the server being too heavy
Jerred Cangniago,10/9/2025 14:24,fk this game,5,0,fk this game
Muhammad Ikhbal,10/9/2025 14:15,permainannya seru banget,5,0,main seru banget
MRES,10/9/2025 14:05,"dari segi gameplay sudah cukup baik dan server di game sudah lumayan di tingkatkan jadi tidak ada lag saat bermain. dan para mods akhir akhir ini pada on , saya pikir mereka on karena ada update yang sangat menarik kedepannya",3,0,segi gameplay server game lumayan tingkat lag main mods on pikir on update tarik depan
Rislam Parjo,10/9/2025 14:04,aneh login aj susah,1,0,aneh login aj susah
Reyhan,10/9/2025 14:02,server bot,1,0,server bot
Zea Alza,10/9/2025 13:56,sangat seru🧢🧢🧢🧢,5,0,seru
Aditya yusuf Ardinanja,10/9/2025 13:51,udah bagus kok,5,0,udah bagus
Dexter,10/9/2025 13:49,kenapa game ini tidak seperti dulu lagi,1,0,game
Yuda Arizki,10/9/2025 13:46,idk just 5 stars,5,2,idk just stars
Abi Masabhi,10/9/2025 13:45,server semakin lama semakin rusak,4,0,server rusak
RoSyiD LaZimA,10/9/2025 13:38,aku memberikan bintang 5 karena item di dalam gamenya menarik untuk dimiliki.,5,0,bintang item gamenya tarik milik
Ziqo Hamdani,10/9/2025 13:37,windah baaudara di ban,5,0,windah baaudara ban
Roo Tempest,10/9/2025 13:30,noob server,5,0,noob server
Huda Bani,10/9/2025 13:28,"mantaap, beri aku keberuntungan",5,0,mantaap untung
Ray zan,10/9/2025 13:24,game gak jelas jelek susah login tapi sekali nya bisa seru😭,5,0,game jelek susah login seru
evan,10/9/2025 13:24,best game ever,5,0,best game ever
Rifky Aditiya,10/9/2025 13:23,game banyak kendala tapi aku suka game ini..,5,0,game kendala suka game
faris wafi,10/9/2025 13:11,login susah banget woi mana banyak bot bikin lag,1,0,login susah banget bot lag
Ma Za,10/9/2025 10:54,dog games carelessly ban people even though they didn't do anything wrong lol the game moderators are all crazy,1,0,dog games carelessly ban people even though they didnt do anything wrong lol the game moderators are all crazy
Iiw game,10/9/2025 10:38,game yang sangat menyenangkan 😍,5,0,game senang
OVERDOSIS,10/9/2025 10:29,"update cmn mikirin event , optimasi dan layanan sangat buruk ini game pantes nya tutup server karena tidak ada gunanya di lanjut karena permasalahan yg di keluhkan dari dulu tidak kunjung di perbaiki",1,0,update cmn mikirin event optimasi layan buruk game pantes tutup server guna masalah keluh kunjung baik
Karna Kamu,10/9/2025 9:57,susah amat loginnya,2,0,susah loginnya
Kafka 1,10/9/2025 9:48,"game tololl, benerin server lo bego, dev nya juga bodoh banget",1,0,game tololl benerin server lo bego dev bodoh banget
Private Account,10/9/2025 9:36,"hello, growtopia. i own a truphboard account. i would like to inquire as to why my account was banned by a third-party program. i have never used any third-party programs or anything like that while playing growtopia. please unban my account. my growid is truphboard. thank you.",4,0,hello own truphboard account would like to inquire as to why my account was banned by thirdparty program have never used any thirdparty programs or anything like that while playing please unban my account my growid is truphboard thank you
FARIS PERNANDESH,10/9/2025 9:19,"masalah login, udh itu aj",2,1,login aj
rell,10/9/2025 9:03,woi game bagus ini,5,0,game bagus
rbth. syqi,10/9/2025 9:03,"server terlalu sering down (dc, lag, dll) yg bikin gak mood main. akun gw juga total udah 4 akun yg kehack padahal gak pernah macam2. dan 3 akun ke banned tanpa adanya kesalahan yg gw lakuin. mohon developer perbaiki secepatnya. jadi kangen ama hamumu ama seth masih developer awal. gamenya aman2 aja gw mainin",1,0,server down dc lag dll mood main akun total udah akun kehack akun banned salah lakuin mohon developer baik cepat kangen hamumu seth developer gamenya aman mainin
riffat ibrahim maulana,10/9/2025 8:53,big l for gt,1,0,big for
RafiBuilders Man,10/9/2025 7:13,game mati banyak bot minta dl dong,5,0,game mati bot dl
Mhd al Furkan,10/9/2025 6:41,main aja dipersulit,1,1,main sulit
iggy,10/9/2025 6:33,loading nya lama banget dituduh pakai vpn lagi kacau bet ni game,1,1,loading banget tuduh pakai vpn kacau bet game
Marpel Aja,10/9/2025 5:53,"akun kena ban tanpa ada alasan yg jelas, emg gak jelas ini game pantesan jadi dead game",1,0,akun kena ban alas game pantesan dead game
Ongki Sen,10/9/2025 5:15,tolong dong di perbaiki lagi servernya gak jelas banget ini growtopia sekarang,1,0,tolong baik servernya banget
Yuli Anti,10/9/2025 4:23,keren tapi buat login nya kadang2 susuh karena kebanyakan bot kalau bisa di perbaiki,5,0,keren login kadang susuh banyak bot baik
Arya Yogi,10/9/2025 3:23,"game kontollll, suka eror",1,0,game kontollll suka eror
Andi Fardanda Putra,10/9/2025 2:57,"game apalah server gak bener, sering dc jangan mikirin duit mulu lah mikirin para player biar mainnya nyaman gimana mau berkembang kalau gameplay server koneksi gak pernah di benerin duit mulu lu ubisoft jadi game mati dh ni",1,15,game apa server bener dc mikirin duit mulu mikirin player biar main nyaman gimana kembang gameplay server koneksi benerin duit mulu lu ubisoft game mati
Muhammad Haykal,10/9/2025 1:52,"developer sama sekali tidak mendengarkan masukan player, sampah",1,0,developer dengar masuk player sampah
buat sign,10/9/2025 0:29,"game update mulu, tpi bot masih banyak, server penuh. banyak player bneran mau main tpi gabisa gara² banyak bot....tolong bner² diperbaiki.",1,0,game update mulu tpi bot server penuh player bneran main tpi gabisa gara bottolong bner baik
Alangsialang,10/9/2025 0:05,can't even log in to the game anymore,1,0,cant even login in to the game anymore
Aji Polsuspas,10/8/2025 23:53,ini gimn kok dr td gak bisa masuk ke game bacaanya connect try again padahal make wifi jaringan nya bagus benerin dulu klo bagus aku ksh bintang 5,5,0,gimn dr td masuk game bacaanya connect try again make wifi jaring bagus benerin bagus ksh bintang
growtopia Pemain,10/8/2025 23:52,game kentang gabisa login,1,0,game kentang gabisa login
Aidil Adha,10/8/2025 23:24,u server is broking please bro i love growtopia but server is broking 🥲,1,0,server is broking please bro love but server is broking
velos saber,10/8/2025 22:36,"come on, ubisoft, don't make it difficult for us to log in!",1,2,come on ubisoft dont make it difficult for us to login in
Aji Bayu Pamungkas,10/8/2025 17:15,login susah niat gak bikin game kagak jelas kasian yang mainnn,1,0,login susah niat game kagak kasi mainnn
Muhammad Dirga Wahyu Pratama,10/8/2025 16:26,"server sampah, developer nggak niat lagi buat perbaiki server jual saja game kamu ke developer yang ingin membelinya, dari pada kamu anggurin game mu merugikan player!...... percuma protes nggak ada, responnya memang dasarnya gamenya sudah nggak di pelihara",1,4,server sampah developer nggak niat baik server jual game developer bel anggurin game mu rugi player protes nggak responnya dasar gamenya nggak pelihara
Hafist Satria,10/8/2025 16:17,"cara login dari game ini aja udh susah banget, suka ngstuck, saran dari gua kalo mau main ini game wajib pake wifi pake data ga bisa, pasti bakal ngalamin di tuduh vpn, ban nyasar dari 2023 sampe sekarang masalah growtopia cuma di situ doang bikin orang orang pada pensi karna login terlalu ribet hufttt",1,0,login game susah banget suka ngstuck saran main game wajib wifi data ngalamin tuduh vpn ban nyasar sampe situ doang orang orang pensi karna login ribet hufttt
Moreno Kurnia Putra Tulee,10/8/2025 14:15,"improve lah, banyak bot server sering lag tapi di update terus",1,0,improve bot server lag update
Gud Boyy,10/8/2025 12:31,"game bagus, banyak kenangan di game ini",5,0,game bagus kenang game
Yoga Saputra,10/8/2025 12:11,epepek,1,0,epepek
HADI HADI,10/8/2025 11:50,ubitot fix lah masa login pakai wifi sinyal aman kuat tpi masih ercon anjg anjg gw do'ain biar di fix dh anj,1,0,ubitot fix login pakai wifi sinyal aman kuat tpi ercon anjg anjg doain biar fix anjing
Muhammad Fadhil hidayatullah,10/8/2025 11:13,rusak ni game buat newbie ya,1,0,rusak game newbie
Abess,10/8/2025 11:07,apasih nih game loginnya ketat banget akun lama g bisa login bikin akun baru g bisa jmbd,1,0,apasih game loginnya ketat banget akun login akun jmbd
Akun Coc playgames,10/8/2025 11:05,game apa ini gw cuma buat dirt farm malah di suspend,1,0,game dirt farm suspend
Kifli Beben,10/8/2025 10:56,baru main,5,0,main
rifki maulana muhammad,10/8/2025 10:47,"this game is weird, the network is smooth but i still can't log in, and if i don't use cheats, my account gets suspended",1,0,this game is weird the network is smooth but still cant login in and if dont use cheats my account gets suspended
Ayonn,10/8/2025 10:05,login aja di persusah,1,0,login susah
Paquito Zexre,10/8/2025 9:12,why when i play igot try to login again and i login angain i got ip limit pls fix,1,0,why when play igot try to login again and login angain got ip limit pls fix
Putra Putras,10/8/2025 8:50,"saya sering terkena bug down dan bug lag, terkadang ketika disconnect. kita harus memasukan data akun ulang sungguh game yang sangat merepotkan",1,0,kena bug down bug lag terkadang disconnect pasu data akun ulang sungguh game repot
Dio Ariandra,10/8/2025 8:04,nice game,1,0,nice game
Lazim iM3c,10/8/2025 8:03,saya tidak bisa instal game ini lagi at my potato phone cry:(,5,0,instal game at my potato phone cry
Rofiq 011,10/8/2025 7:55,"cant login, stuck on loading screen while trying to login",1,1,cant login stuck on loading screen while trying to login
Davin Marshal,10/8/2025 6:23,gabisa masuk game nya,1,0,gabisa masuk game
Dave Dip,10/8/2025 5:58,saya kasih bintang 5 karena saya pernah main game ini tapi saya sekarang susah login tolong di perbaiki ya developer terimakasih,5,0,kasih bintang main game susah login tolong baik developer terimakasih
Marcoraiquel Orlando,10/8/2025 2:54,"game apasiih banyak masalah,update doang server ttp buriq",1,0,game apasiih masalahupdate doang server ttp buriq
Akun Caleh,10/8/2025 2:23,gem buosok banget,1,0,game buosok banget
Seissannn66 Jj,10/8/2025 2:22,woi perbaiki servernya kebanyakan bot jadi malas main login aja pun susah tolong di perbaiki servernya ubisoft tidak berguna,1,0,baik servernya banyak bot malas main login susah tolong baik servernya ubisoft guna
Chofifa,10/8/2025 2:19,game rusakkkkkkkkk time out dong kalau mau log anj emang sumpah gak bisa login 3 hari gua time out doang,1,0,game rusakkkkkkkkk time out login anjing emang sumpah login time out doang
Muhammad Rizqy samudra,10/8/2025 1:07,gacor,5,0,gacor
Daffa Ta,10/8/2025 0:53,"mohon untuk pihak growtopia untuk sistem login nya di benerin kayak dulu kalo sekarang error, error nya itu kalo mau login ke akun kita pakai wifi gabisa harus pake kuota/data dan juga ban player yang sering menggunakan bot apalagi world casino, saya berharap untuk sistem login ke akun di ubah seperti dulu❤️",4,2,mohon sistem login benerin kayak error error login akun pakai wifi gabisa kuotadata ban player bot world casino harap sistem login akun ubah
Akbar Muhammad,10/8/2025 0:44,ㅤdonate at sidebuye,5,0,donate at sidebuye
Sulthan Syrf.,10/8/2025 0:29,"buat login aja susah,lawak ini gameeee",1,0,login susahlawak gameeee
FAIZAL RAMADHAN,10/7/2025 22:57,"untuk perlindungan akun cukup ketat, karena memiliki banyak session yang mesti di pilih dan lumayan oke juga keamanan nya, cuman 1 yang kecewa dengan saat login yaitu ""terdeteksi pakai vpn"" saya login menggunakan kuota internet standar pribadi atau wifi pribadi saya tanpa vpn, jadi tolong di update lagi supaya tidak terjadi hal seperti ini terimakasih 😇",4,3,lindung akun ketat milik session mesti pilih lumayan oke aman cuman kecewa login deteksi pakai vpn login kuota internet standar pribadi wifi pribadi vpn tolong update terimakasih
mantaplah 45,10/7/2025 21:11,server gak layak! ngusir player tanpa alasan!nuduh pake vpn!dev lemot!gak layak untuk di mainin!,1,0,server layak ngusir player alasannuduh vpndev lemotgak layak mainin
Asa Zishd,10/7/2025 20:14,ngeleg benerin server,5,0,ngeleg benerin server
Arya putra Athaillah,10/7/2025 19:37,"sering keluar gak jelas lalu ketika masuk lagi susah nya minta ampun,game hama",1,1,masuk susah ampungame hama
Andrean Fernando,10/7/2025 18:02,akun saya sering kena suspend pdhal gak pake apa apa akun baru lagi huh aneh bet growid qingy11 please minnn,2,0,akun kena suspend pdhal akun huh aneh bet growid qingy please minnn
Ekki,10/7/2025 17:50,"game rusak dari 2 hari gak bisa login ke dalam game, mending jadi game mati aja kebanyakan bot dari pada player, bot aja gampang masuk nya giliran player nya malah gak bisa masuk ke game dasar game dead",1,100,game rusak login game mending game mati banyak bot player bot gampang masuk gilir player masuk game dasar game dead
Putra Yasa,10/7/2025 14:33,"my account was banned without any clear reason and i want my account back but i can't play this game because it's detrimental to me. please, for those who own this game, fix it first so it doesn't happen again. i already like this game but instead it got banned.",1,0,my account was banned without any clear reason and want my account back but cant play this game because its detrimental to me please for those who own this game fix it first so it doesnt happen again already like this game but instead it got banned
DALZR,10/7/2025 14:19,the game is good but now it's a bit difficult to log in,4,0,the game is good but now its bit difficult to login in
Dika Kurniawan,10/7/2025 14:18,game nya bagus banget cocok buat orang yg lagi gila ngabisin duit nya disini.,5,0,game bagus banget cocok orang gila ngabisin duit
Miya Awekening,10/7/2025 14:14,bisa login aja bersyukur banget,5,4,login syukur banget
Hendri,10/7/2025 13:45,tolong jgn update trz buat g bisa main aja lama lama buat kuota abis aja,1,1,tolong jgn update trz main kuota abis
Jourdan Rayhan,10/7/2025 13:14,cant login always stuck in getting server address and loading,2,2,cant login always stuck in getting server address and loading
David Sutrisno,10/7/2025 12:29,hard to log in,2,1,hard to login in
Sugeng Sugianto,10/7/2025 12:26,gamenya ngontol,5,0,gamenya ngontol
Ihsan Ahmad Nur,10/7/2025 11:48,"please fix this very trash server, growtopia.",1,14,please fix this very trash server
Fadli Aja,10/7/2025 10:57,ngikut doang aku mah 😹😹😹😹😹😹,1,0,ngikut doang mah
Malik Ibrahim,10/7/2025 10:52,burik,1,0,burik
Natan Alfredo,10/7/2025 10:40,game gajelas dikit dikit suspend padahal ga ngelakuin apa apa game gak worth it,1,0,game gajelas dikit dikit suspend ngelakuin game worth it
Shafa Muhammad Alif_XB_32,10/7/2025 10:39,"can you fix aap system?, thes still can hacked",5,0,can you fix aap system thes still can hacked
Robbi Zikir,10/7/2025 9:33,game cacad,1,1,game cacad
Zainur Guntur,10/7/2025 9:18,masa pakai internet smartfren gabisa masuk dikira pakai vpn. ditambah main pakai laptop udah di update 5 kali masih aja gabisa,1,0,pakai internet smartfren gabisa masuk pakai vpn tambah main pakai laptop udah update kali gabisa
Luh Suciani,10/7/2025 9:12,unban exsaudia😂,1,0,unban exsaudia
Rezky GG,10/7/2025 8:34,"saat ini game nya seru tapi banyak sekali kendala seperti dc,di tuduh pvn dan lain lain tolong segera perbaiki game nya dan ban para auto",5,0,game seru kendala dcdi tuduh pvn tolong baik game ban auto
nopal sigma,10/7/2025 8:28,"knp saya beri *4?,karena growtopia sering terjadi disconnect + sering susah masuk growtopia dengan alasan yg sebelum sebelumnya,jadi menurut saya game ini seru saja dan kalian harus menikmatinya.selamat mencoba📥",4,0,knp disconnect susah masuk alas sebelumnyajadi game seru menikmatinyaselamat coba
Rani Mulyani,10/7/2025 8:20,game sejuta kenangan,5,0,game juta kenang
Ale andro Khoirulloh ramadhan,10/7/2025 7:53,game cct ke bend gak jelas admin y tim sekluarga ke lindes truk,1,0,game cct bend tim sekluarga lindes truk
Mr Oba,10/7/2025 7:02,help.my account got banned from another lol,1,0,helpmy account got banned from another lol
