userName,at,content,score,thumbsUpCount
buat sign,10/9/2025 0:29,"game update mulu, tpi bot masih banyak, server penuh. banyak player bneran mau main tpi gabisa gara² banyak bot....tolong bner² diperbaiki.",1,0
Alangsialang,10/9/2025 0:05,can't even log in to the game anymore,1,0
Aji Polsuspas,10/8/2025 23:53,ini gimn kok dr td gak bisa masuk ke game bacaanya connect try again padahal make wifi jaringan nya bagus benerin dulu klo bagus aku ksh bintang 5,5,0
growtopia Pemain,10/8/2025 23:52,game kentang gabisa login,1,0
Aidil Adha,10/8/2025 23:24,u server is broking please bro i love growtopia but server is broking 🥲,1,0
velos saber,10/8/2025 22:36,"come on, ubisoft, don't make it difficult for us to log in!",1,2
Aji Bayu Pamungkas,10/8/2025 17:15,login susah niat gak bikin game kagak jelas kasian yang mainnn,1,0
Muhammad Dirga Wahyu Pratama,10/8/2025 16:26,"server sampah, developer nggak niat lagi buat perbaiki server jual saja game kamu ke developer yang ingin membelinya, dari pada kamu anggurin game mu merugikan player!...... percuma protes nggak ada, responnya memang dasarnya gamenya sudah nggak di pelihara",1,4
Hafist Satria,10/8/2025 16:17,"cara login dari game ini aja udh susah banget, suka ngstuck, saran dari gua kalo mau main ini game wajib pake wifi pake data ga bisa, pasti bakal ngalamin di tuduh vpn, ban nyasar dari 2023 sampe sekarang masalah growtopia cuma di situ doang bikin orang orang pada pensi karna login terlalu ribet hufttt",1,0
Moreno Kurnia Putra Tulee,10/8/2025 14:15,"improve lah, banyak bot server sering lag tapi di update terus",1,0
Gud Boyy,10/8/2025 12:31,"game bagus, banyak kenangan di game ini",5,0
Yoga Saputra,10/8/2025 12:11,epepek,1,0
HADI HADI,10/8/2025 11:50,ubitot fix lah masa login pakai wifi sinyal aman kuat tpi masih ercon anjg anjg gw do'ain biar di fix dh anj,1,0
Muhammad Fadhil hidayatullah,10/8/2025 11:13,rusak ni game buat newbie ya,1,0
Abess,10/8/2025 11:07,apasih nih game loginnya ketat banget akun lama g bisa login bikin akun baru g bisa jmbd,1,0
Akun Coc playgames,10/8/2025 11:05,game apa ini gw cuma buat dirt farm malah di suspend,1,0
Kifli Beben,10/8/2025 10:56,baru main,5,0
rifki maulana muhammad,10/8/2025 10:47,"this game is weird, the network is smooth but i still can't log in, and if i don't use cheats, my account gets suspended",1,0
Ayonn,10/8/2025 10:05,login aja di persusah,1,0
Paquito Zexre,10/8/2025 9:12,why when i play igot try to login again and i login angain i got ip limit pls fix,1,0
Putra Putras,10/8/2025 8:50,"saya sering terkena bug down dan bug lag, terkadang ketika disconnect. kita harus memasukan data akun ulang sungguh game yang sangat merepotkan",1,0
Dio Ariandra,10/8/2025 8:04,nice game,1,0
Lazim iM3c,10/8/2025 8:03,saya tidak bisa instal game ini lagi at my potato phone cry:(,5,0
Rofiq 011,10/8/2025 7:55,"cant login, stuck on loading screen while trying to login",1,1
Davin Marshal,10/8/2025 6:23,gabisa masuk game nya,1,0
Dave Dip,10/8/2025 5:58,saya kasih bintang 5 karena saya pernah main game ini tapi saya sekarang susah login tolong di perbaiki ya developer terimakasih,5,0
Marcoraiquel Orlando,10/8/2025 2:54,"game apasiih banyak masalah,update doang server ttp buriq",1,0
Akun Caleh,10/8/2025 2:23,gem buosok banget,1,0
Seissannn66 Jj,10/8/2025 2:22,woi perbaiki servernya kebanyakan bot jadi malas main login aja pun susah tolong di perbaiki servernya ubisoft tidak berguna,1,0
Chofifa,10/8/2025 2:19,game rusakkkkkkkkk time out dong kalau mau log anj emang sumpah gak bisa login 3 hari gua time out doang,1,0
Muhammad Rizqy samudra,10/8/2025 1:07,gacor,5,0
Daffa Ta,10/8/2025 0:53,"mohon untuk pihak growtopia untuk sistem login nya di benerin kayak dulu kalo sekarang error, error nya itu kalo mau login ke akun kita pakai wifi gabisa harus pake kuota/data dan juga ban player yang sering menggunakan bot apalagi world casino, saya berharap untuk sistem login ke akun di ubah seperti dulu❤️",4,2
Akbar Muhammad,10/8/2025 0:44,ㅤdonate at sidebuye,5,0
Sulthan Syrf.,10/8/2025 0:29,"buat login aja susah,lawak ini gameeee",1,0
FAIZAL RAMADHAN,10/7/2025 22:57,"untuk perlindungan akun cukup ketat, karena memiliki banyak session yang mesti di pilih dan lumayan oke juga keamanan nya, cuman 1 yang kecewa dengan saat login yaitu ""terdeteksi pakai vpn"" saya login menggunakan kuota internet standar pribadi atau wifi pribadi saya tanpa vpn, jadi tolong di update lagi supaya tidak terjadi hal seperti ini terimakasih 😇",4,3
mantaplah 45,10/7/2025 21:11,server gak layak! ngusir player tanpa alasan!nuduh pake vpn!dev lemot!gak layak untuk di mainin!,1,0
Asa Zishd,10/7/2025 20:14,ngeleg benerin server,5,0
Arya putra Athaillah,10/7/2025 19:37,"sering keluar gak jelas lalu ketika masuk lagi susah nya minta ampun,game hama",1,1
Andrean Fernando,10/7/2025 18:02,akun saya sering kena suspend pdhal gak pake apa apa akun baru lagi huh aneh bet growid qingy11 please minnn,2,0
Ekki,10/7/2025 17:50,"game rusak dari 2 hari gak bisa login ke dalam game, mending jadi game mati aja kebanyakan bot dari pada player, bot aja gampang masuk nya giliran player nya malah gak bisa masuk ke game dasar game dead",1,100
Putra Yasa,10/7/2025 14:33,"my account was banned without any clear reason and i want my account back but i can't play this game because it's detrimental to me. please, for those who own this game, fix it first so it doesn't happen again. i already like this game but instead it got banned.",1,0
DALZR,10/7/2025 14:19,the game is good but now it's a bit difficult to log in,4,0
Dika Kurniawan,10/7/2025 14:18,game nya bagus banget cocok buat orang yg lagi gila ngabisin duit nya disini.,5,0
Miya Awekening,10/7/2025 14:14,bisa login aja bersyukur banget,5,4
Hendri,10/7/2025 13:45,tolong jgn update trz buat g bisa main aja lama lama buat kuota abis aja,1,1
Jourdan Rayhan,10/7/2025 13:14,cant login always stuck in getting server address and loading,2,2
David Sutrisno,10/7/2025 12:29,hard to log in,2,1
Sugeng Sugianto,10/7/2025 12:26,gamenya ngontol,5,0
Adi Prasetya,10/7/2025 11:57,game rusak,1,0
Ihsan Ahmad Nur,10/7/2025 11:48,"please fix this very trash server, growtopia.",1,14
Fadli Aja,10/7/2025 10:57,ngikut doang aku mah 😹😹😹😹😹😹,1,0
Malik Ibrahim,10/7/2025 10:52,burik,1,0
Natan Alfredo,10/7/2025 10:40,game gajelas dikit dikit suspend padahal ga ngelakuin apa apa game gak worth it,1,0
Shafa Muhammad Alif_XB_32,10/7/2025 10:39,"can you fix aap system?, thes still can hacked",5,0
Stevio Enos Manurung,10/7/2025 10:18,good,5,0
Robbi Zikir,10/7/2025 9:33,game cacad,1,1
Zainur Guntur,10/7/2025 9:18,masa pakai internet smartfren gabisa masuk dikira pakai vpn. ditambah main pakai laptop udah di update 5 kali masih aja gabisa,1,0
Luh Suciani,10/7/2025 9:12,unban exsaudia😂,1,0
Rezky GG,10/7/2025 8:34,"saat ini game nya seru tapi banyak sekali kendala seperti dc,di tuduh pvn dan lain lain tolong segera perbaiki game nya dan ban para auto",5,0
nopal sigma,10/7/2025 8:28,"knp saya beri *4?,karena growtopia sering terjadi disconnect + sering susah masuk growtopia dengan alasan yg sebelum sebelumnya,jadi menurut saya game ini seru saja dan kalian harus menikmatinya.selamat mencoba📥",4,0
Rani Mulyani,10/7/2025 8:20,game sejuta kenangan,5,0
Ale andro Khoirulloh ramadhan,10/7/2025 7:53,game cct ke bend gak jelas admin y tim sekluarga ke lindes truk,1,0
Mr Oba,10/7/2025 7:02,help.my account got banned from another lol,1,0
Zobd Bal,10/7/2025 6:38,ga bisa login,1,0
Rizky Putra,10/7/2025 6:35,saya cukup kecewa dengan tiba tiba saya diband dan tidak sengaja saya minta tolong buat lebih benerin lagi saya suka dengan game ini mungkin saya kalo tidak suka sudah saya kasih bintang satu saya sangat suka dengan game ini tankyu sudah bikin game ini,5,0
Novandi S.P,10/7/2025 6:04,sesungguhnya game yang menyenangkan. tapi lebih banyak menyebalkannya : -proses masuk game lama. -sering error koneksi. -banyak bot. -banyak pemain csn.,1,16
Diyazz,10/7/2025 5:41,"kocak, gw baru main 3 hari ga ada salah tiba2 di suspend, developer tolol",1,0
Ahmad Fairuz,10/7/2025 5:32,perbaiki masalah login,1,0
San Tos,10/7/2025 5:32,benerin dulu eror connecting saat login jangan update yang gk berguna,1,0
Fahmi Amar,10/7/2025 5:20,tiba tiba ngebanned jir padahal gk pernah toxic gak pakek auto gak pakek bot??,1,0
Darvin Ato,10/7/2025 4:34,👑,5,0
Abdur Rasyid,10/7/2025 4:31,"update bisa, perbaiki masalah masuk ke game susah ga bisa, what a game",1,0
STAXINS,10/7/2025 4:23,error vpn? i don't use vpn🤦🏻,1,0
JooTa.,10/7/2025 3:52,"fix the login issue, lazy developer",1,0
Fer,10/7/2025 3:35,game broken my account suddenly got suspended even though i didn't make any mistakes,5,0
Satria Arafi,10/7/2025 2:34,saya tidak memakai vpn tapi setiap login selalu ada pelanggaran jika saya sedang menggunakan vpn mohon perbaiki,5,0
Aziznur c,10/7/2025 1:48,cepet ganti/fix sistem login nya!!!!!!,1,0
Wahyu Diansyah,10/7/2025 0:21,"server nya mudah penuh dan lebih susah main karena suka keluar , lebih suka sama pemegang lamanya",1,0
Hoki Selalu,10/6/2025 23:34,🔨,5,0
MannBoy,10/6/2025 23:27,"my account got suspended for no apparent reason, what does that mean? i was just socializing in the main world and got suspended for that?",1,0
Dicky Sanjaya,10/6/2025 23:01,mantap,5,0
panji jipang,10/6/2025 22:44,"cheap ssp at hessp nih game lumayan buat ngasah pikiran buat strategi dapetin lock lewat profitan apapun, keren",4,0
KratosGaming,10/6/2025 21:26,unban shorbook,5,0
RaP GaminG,10/6/2025 18:03,fix masalah loginnya,3,3
Diki19 Gt,10/6/2025 17:28,the best,5,0
Halimi SISKO,10/6/2025 17:10,"pleaselah, kenapa salah baned ip mulu, main sehat dibaned, tapi bot merajalela didiemin aja, pls @ubisoft",4,0
Asrollil Akbar,10/6/2025 16:48,tolong di fix bot nya,1,0
Dhika,10/6/2025 16:21,"makasih udah buat game ini, karna dari game ini gw bisa belajar cara bergaul dan belajar tentang ekonomi, walaupun sekarang game nya aga rusak karna bot",5,0
Nathan Niel,10/6/2025 16:11,"this this a good game but, maybe u can fix some bug or problem in every account",4,0
Prabu,10/6/2025 15:20,i like this game alooott,5,0
Yumz Aja,10/6/2025 15:20,bad server,1,0
Munav,10/6/2025 15:05,unban my account munav i got suspend because someone using auto in my free bfg,5,0
Fatih Mahadana,10/6/2025 14:59,good,5,0
Raffa Aprilzha,10/6/2025 14:59,rame lah,5,0
sigmafenzo,10/6/2025 14:57,"saran gw mah mending hancur2 aja dah ni game, abis tu rebuild jadi lebih baik,",5,0
Killing Machine,10/6/2025 14:49,good game :),5,0
Rizky Al Ghifari,10/6/2025 14:41,i cant login my old acc,5,0
Sabian Qinthara Sakti,10/6/2025 14:32,kenapa saya keban tapi namanya bukan akun saya? disitu namanya darell21 ini akun saya sabian05,1,2
Muhamad Rayhan Al Fazry,10/6/2025 14:29,game hebat,5,0
PUTRA Rizky,10/6/2025 14:28,mantap game bagus tapi lag banyak bot dan tiba² aku kena ban nyasar untung ke unban game nya bagus,4,1
Syine Tono,10/6/2025 14:28,"game nya memang cukup baik,dan saya telah mamainkannya selama 4 tahun,tetapi hanya 1 kendala saat saya bermain game ini,yaitu seringnya terjadi error connecting,hanya itu saja yg perlu diperbaiki growtopia sebenarnya",4,8
M Rayhan Wahyu Riduan,10/6/2025 14:27,haduh ini game emang ga bisa di apa apain lagi jadi support via ulasan saja,5,0
Rafi Rafis,10/6/2025 14:27,mods ny tiba² ngeban gk jelas,1,0
Roby Novariansyah,10/6/2025 14:22,kenapa gt slasu maintance cobalah kalo ada abdetan di bisaiin maen aja sih jadi nya kan ribet,5,0
Febrian Putra Triatama,10/6/2025 14:22,"to ubisoft, please fix this game, especially the login section. it's very difficult to log in. this is a great game. and please pay attention to this game and take care of it.",5,0
Bagas Putra Pratama,10/6/2025 14:19,server jelek error conecting terus,1,0
Agill _027,10/6/2025 14:18,"stak di vpn terus, padahal ga pake vpn",5,0
AWAS,10/6/2025 14:16,"hello developers, please fix the server problem and prevent some bots that have started to run rampant, making the game heavy and causing the market to plummet.",3,0
cimyy yeayy,10/6/2025 14:14,this game will go to a good game i belive that,5,0
Fahmi Zzzz,10/6/2025 14:13,"sering ercon,iplimite,serverlag,waktu mau pake pc malah ga bisa ke buka,banyak bot ,banyak masalah",1,4
iyang 23,10/6/2025 14:13,big l server,1,0
Nizar,10/6/2025 14:00,"dear! ubidontol why is your server so bad that i can't play growtopia because your server is full you know so please fix it or fix stray ip and connection error, oke just that.",5,3
Dzikri Annaqsya,10/6/2025 13:49,game sampah login ga bisa anjg tolol gausah buat apk kalok ga bisa login,1,0
S A K T I,10/6/2025 13:47,gatel,1,0
Marmah Saja,10/6/2025 13:37,game lama server lag,1,0
Dewa ayu Srisumerti,10/6/2025 12:59,mainan apa ini longin nya susah banget padahal udah daftar keluar sebentar harus daftar lagi😤😮‍💨,1,0
STFCN,10/6/2025 11:47,burik gabisa login game sampah,1,0
M. Afif Priyadi,10/6/2025 11:33,kena ban tanpa alasan,2,0
Opal0099 Opalgg,10/6/2025 11:19,please fix the login because it is very difficult to log in.,1,0
Fatur rahman,10/6/2025 11:01,bad server,1,0
Attar,10/6/2025 10:26,game bujanginam,1,0
Nyamer Gacor,10/6/2025 10:06,game haram anjir banyak judi nya,1,0
Raffi Akmal syah,10/6/2025 10:02,cant login,1,0
Aldi fachri Ashegaf,10/6/2025 10:01,game kreatif,5,0
Jastin Justin,10/6/2025 9:23,"game nya bagus tapi tolong perbaiki lagi login nya,biar semua tidak terganggu",5,0
Regii Firmansyah,10/6/2025 8:08,anjir ini gem makin sinih makin rusak player lama kecewa berat yg sudah top up pun sangat kecewa,1,0
Ikhsan Yuma Robbani,10/6/2025 7:51,login aja gabisa,1,0
Muhamad Ikrom,10/6/2025 7:40,"perbaiki servernya, suka dc padahal sinyal baik"" sja",5,0
Paolo Panjiputro,10/6/2025 5:36,"game rusak banyak bug, kalo login ke game susah masuk terus padahal sinyal bagus game sampah",1,27
jeremy,10/6/2025 5:13,verry hard to log in im stucked in log in loading. i already waiting almost 5 minutes and it still loading,1,0
Ifan Adrian,10/6/2025 4:39,this game makes me stressed because the server is so bad,1,0
Tashawn baldwin,10/6/2025 3:22,"entah kenapa sering nge freeze pas mau masuk gt, dan suka gak bisa masuk padahal sinyal bagus semoga di perbaiki",1,0
Lis Sutiana,10/6/2025 1:54,bug,1,0
asd asdad,10/6/2025 1:50,apa coba mau login ribet bet gausah bikin fitur aneh dah gw mau bikin aja sekali mallah batasan,1,0
ARD,10/6/2025 1:44,"vpn vpn vpn (damn it, even my phone doesn't have a vpn)",1,0
IVAN AUFAR,10/6/2025 1:23,"bad server, always eror connection and many boot in game cheat scamer",1,0
Adrian Theda Fathin Satria,10/6/2025 1:00,i really hope this game die and forgettable. the staff really did nothing to help us. there's no positive things about the game btw. trash.,1,0
Riyadi Yadi,10/5/2025 22:18,ga bisa login stak di loading doang,1,0
Kipli Da Replek,10/5/2025 22:04,"mau login dipersulit, pake ""login failed, please try again"" kyk gini belum masalah lain yang penyakitan buat login, fix your game",1,0
Dio saputra,10/5/2025 17:50,"tolong servernya dibetulin,masih banyak yg mau main game lu tapi karna banyak yg spam bot jadi gabisa login ke growtopia,tolong lah niat dikit,kalo udah gamau di urus mending di apus dari playstore",1,1
muhammad habbib,10/5/2025 16:46,"just started playing and got banned immediately, even though it's only been 1 day since i came back to playing. my old account was suspended, weird game.",1,0
RAFZ,10/5/2025 16:16,"tutup saja servernya login susah costumer servis tidak peduli, moderator banyak yang tidak berguna, login game sangat susah mending tutup aja ini servernya",1,5
Muhammad Aliif,10/5/2025 15:43,server rusak terus hampir seharian gk bisa mainin perbaiki segere,1,0
Chrystian Yonatan,10/5/2025 15:32,"sekarang growtopia makin susah loginnya, banyak masalah. kalo mau login akun ada ip limit, masalah vpn. padahal gk pakai vpn. memang udah rusak",1,1
Nazril Fadilah,10/5/2025 15:28,fixx the server!!!!!!!!! how do i play if i can't log in? it's been years and there's no progress,1,0
Vortigan 123,10/5/2025 15:18,urus dlu tuh server gak becus nya,1,0
Valeron exe,10/5/2025 15:13,apaan mau daftar aja susah sistem nya eror conetting mulu perbaiki lagi untuk developer nya,1,0
39_Surya,10/5/2025 14:53,"tolong perbaiki server pada game ini, kalo iya alasannya agar mengurangi bot buktinya saja masih ada bot yang berkeliaran. justru error vpn dan ip malah menghambat player asli untuk bermain, perbaiki itu kalo tidak ingin game ini mati....",1,14
Florantia Rayna Azzura,10/5/2025 14:42,"i can't login to my account, why is this? even though i'm using a google account, or is it because i'm using a google account that i can't? please fix it, i have a lot of money there.",2,0
Agung564 Laksamana,10/5/2025 14:19,seru,5,0
Suparjo Jr,10/5/2025 13:39,game yatim,1,0
goldD Ahmad,10/5/2025 13:30,"udahlah susah login, sering bet server overload lah tiba"" ilang jaringan lah padahal wifi full, mana bot nya banyak banget lagi jadi lag lag parah hedeh, bukannya mempermudah player malah mempersulit payer.",1,0
AIDAN RBCC,10/5/2025 13:14,sangat bagus,5,0
Syko Senpaii,10/5/2025 12:19,"tolong di perbaikikan server nya, setiap aku masuk growtopia saya tidak bisa masuk ke dalam game nya, padahal jaringan baik, jadi tolong di perbaiki",1,0
Melda Anggreyani,10/5/2025 12:15,cara menghancurkan tanahnya susah,1,0
Sundala Talso509,10/5/2025 11:53,"i give 5 stars so that there is a big chance that my criticism will be read by ubisoft, please make the world lock pack temporarily closed or make people unable to buy world lock using gems for a while, because the price of diamond lock has plummeted badly, and if it reaches 500 silver which is indonesian currency, then this growtopia game will be a dead game...",5,0
Muhamad Ridzwan Faturrahman,10/5/2025 11:18,i can't log in to the game/stuck on loading,1,0
Firdaus habibi,10/5/2025 10:31,"legal kan csn, karna itu salah satu alasan growtopia rame",1,0
Murni Lumban,10/5/2025 9:24,gokss,5,0
Refal Ramadhan,10/5/2025 8:56,game jelek gak bisa login 2minggu game ajg,1,0
Aastakun,10/5/2025 8:52,tolong perbaiki bug saat loading untuk memilih akun,1,0
Ryan Gosling,10/5/2025 7:29,"gamenya sebaiknya di tutup aja, server busuk banyak bot login susahnya kebangetan dasar ubi lembut kikir",1,0
Gilang Hanafi,10/5/2025 7:28,"setiap login keluar pleas try""login again""padahal jaringan udah bagus",1,0
Zarkasi Ridho,10/5/2025 6:47,"i lost my valuables, around 60 diamond locks, more or less, this loss was caused by (mod), i got suspended by straying, then i reported it on gmailgrowtopia",1,0
Ramadan Boy,10/5/2025 6:43,saya lagi main game growtopia malah saya tiba-tiba keluar dari game saya sangat sedih banget akun saya kena ip saya salah apa ke game growtopia kera na itu saya kasih bentang 1 mohon kepada yg buat game growtopia mohon saya bisa lagi bermain game growtopia 😭😭😭,1,0
Ahmad Juan Naufal,10/5/2025 6:35,saya ingin memainkan game ini tetapi tidak bisa log in entah kenapa perbaiki bug ini mohon,1,1
Hogon Ajah,10/5/2025 6:19,this gem is very rubbish because i have been banned three times with unclear reasons. i don't use chat or third parties but i was banned and the moderators don't want to help,1,0
Rafa Firmansyah,10/5/2025 6:14,"tolong ya gamenya diperbaiki, kalo ga niat buat game gausa buat🙏🏻",1,1
Proyektor Mini,10/5/2025 4:33,"game rusak,ga bisa login,bukan nya benerin dulu bug nya malah buat buat item baru si ajg",1,0
Akun Utama,10/5/2025 4:27,ubi lembut,5,0
danang baik111,10/5/2025 4:20,"tolong perbaiki supaya saya bisa masuk ke game, saya muak dgn eror coneting",5,0
Raka .I.A,10/5/2025 4:07,"server jelek, terlalu banyak bot, dan game seperti tidak diurus oleh developer maupun para mods",1,1
Muhammad Rayan,10/5/2025 3:00,please fix the server in the game because when i play i can't move and i keep going in and out of the game because the server keeps getting errors.,1,0
Satria Rifqi Saifullah,10/5/2025 1:54,"setiap login pasti ga bisa, katanya ""make sure you are not using vpn"", padahal aku ga pernah pake vpn, makin gajelas ini game >:( game ini makin lama makin buruk",1,4
Bocilas,10/5/2025 1:38,semoga geme ini menjadi lebih baik lagi ya,5,0
Dika Rahmad Ahmadi,10/4/2025 19:01,fix bug ketik pls,2,0
Ardian Kusuma,10/4/2025 16:39,game nya cukup bagus cuman masalah di login saja,2,0
Gblk Tll,10/4/2025 14:23,"game ibab, jelek,burik, mau login aja harus cape"" server di perluas 99%bot 1%player game ngajing",1,0
Topik Maulana Yusuf,10/4/2025 12:47,"hadeeen beli gems tidak masuk kenapa ya, balinya yang mahal pulah males kali",1,0
Farrel Fachreza,10/4/2025 12:36,why i stuck in loading??? like its been 2 month,1,0
Sudah Takdir,10/4/2025 11:21,bismillah ur mom died,1,0
Ask Rasyid,10/4/2025 11:14,i can't login !!!!!!!!!!!!!!,1,0
Azriel 01,10/4/2025 11:01,cant log in because erco why im using wifi iconet,1,0
Innocenzio Louis,10/4/2025 10:25,"what do you expect by making legacy login need email that we created 10 years ago when we were around 12 years old. if growtopia login system from beggining like that, its actually fine and fair, but if u suddenly change it, well its not wise. ask support also didnt help they will ask us to send history of transaction in game that we make before to be proven that you are owner of that account. but still its a nice game and keep it up working on everything especially bot and server optimization✌️",3,0
Riszky Prayogi,10/4/2025 10:22,aneh server bug dev nya aneh cringe,1,0
Furqon Kendal,10/4/2025 10:18,"what does this game want? when i wanted to play this game again, suddenly my account was suspended even though i didn't do anything.",1,0
mariatul kiftiah,10/4/2025 10:13,sangat bagus,5,0
Muhammad Aqly,10/4/2025 9:13,game gaje,1,0
Alghifari Raka,10/4/2025 8:52,mati aj ini game bngst,1,0
Fikri Hidayat,10/4/2025 8:15,akun saya ga bisa login di bilang limit ip padahal akun cuma 1 aneh,1,0
Dzaki Putra,10/4/2025 7:23,urusin dulu si server nya jelek bener,1,0
WY #,10/4/2025 7:22,we ask the developer to close the game because it is full of viruses.,1,0
Paska Chalmi,10/4/2025 3:06,"masa dari 2020 sampai sekarang masih sering kena ban gua gak pake vpn, auto farming, gak main cs apalah",1,0
Lionel 7,10/4/2025 3:04,fix dulu login lu,2,0
Ferdinal Sofian Mufti,10/4/2025 2:31,error connection trs,1,0
Akbar Abay,10/4/2025 2:20,"if you don't want your game to be played, then you don't need to fix the login problem in your game",1,0
Hasyim HUMAIDI,10/4/2025 2:04,"benerin tu game, ercon mulu tolol",1,2
Mochamad Abrisam Alvaro Santoso,10/3/2025 21:35,login issue anj,1,0
Gevind Arya,10/3/2025 20:07,woi anjg gw udah 11 jam gk bisa login pepe,1,0
Rio Alvendra,10/3/2025 16:08,apa kah bisa donate sya ?? world:marvelgti,5,0
Thaa,10/3/2025 16:04,pemain baru mau masuk loading nya lama sampai se abad,1,0
Romi,10/3/2025 15:45,game tolol,1,0
Taufik Maulana,10/3/2025 15:25,nii denger akun gw 2 kena suspended ban permanent mana lagi akun besar semua yang kena pedahal gw kga pernah tuh main ilegal di akun 2 gw alesan nya mengada adakan game bobrok mending apus aja dari playstore merugikan semua player (dalban),1,0
Saufi Lubis,10/3/2025 14:49,"server nya susah amat buat login, mohon d perbaikin lagi min, game bagus padahal ini",1,0
Alfinoliwa,10/3/2025 13:56,game kontil susah bener login sih masa yg bisa login hanya leptop jalak,1,1
16_Guruh Wahyu Sinatra,10/3/2025 13:33,every time is error connecting,1,11
Hani Hahu,10/3/2025 13:20,"perbaiki masalah server tolonggg saya udah hampir setengah bulan terkena ercon,saya sudah melakukan segala cara dari mulai restart hp berulang kali restart wifi dan mode pesawat saya juga sudah menggunakan vpn walaupun itu ilegal tapi karena saya ingin login cepat ke growtopia saya rela lakukan tetapi apa hasilnya yapp masihhh erconnntollll,,tolong ubisoft perbaiki saya ingin bermain growtopia ubisoft saya ingin comeback dan kembali bermain growtopia,,malah bermasalah saat login tolong ya ubitod",1,21
Yessi Marisa Pratama,10/3/2025 13:20,"login susah, perbaiki cara login masa setiap saya login pasti ercon padahal jaringan bagus, rating saya yang awalnya bagus tapi malah kecewa sekarang",1,2
muksin haris,10/3/2025 13:17,bagus,5,0
Nova Putra,10/3/2025 13:10,mau login error connection mulu,1,0
Jaka Satria,10/3/2025 12:52,kurangi bug,5,0
Roni Oni,10/3/2025 11:58,game nya bagusss,5,0
Ilham Elman dwi saputra,10/3/2025 10:52,game rusak ga ngapa ngapain di suspen,1,0
Ammar Maulana,10/3/2025 10:29,benerin server lu ngwntot,1,1
RE 8D,10/3/2025 8:56,"bad game, hard to log in, makes you lazy to play but if you want to play you definitely can't log in, no idea what error it is, even though you've never used bots, scripts, etc., haram game",3,0
Kehdl,10/3/2025 8:40,"gamenya perlu diperbaiki, masa saya tidak memakai vpn tapi dibilang servernya pakai vpn aneh sekali padahal saya pakai wifi dan tidak tersambung ke vpn sama sekali, mohon di perbaiki.",3,2
Zidan Nasrudin,10/3/2025 7:42,game kgk jelas ga bisa log in,1,0
Faridah Udiansyah,10/3/2025 6:14,bukannya ngurus server malah ngurus item baru 💔🥀,1,0
rafa,10/3/2025 5:47,"tolong lah ini benerin pas pake telkomsel bisa setelah ganti pake wifi atau internet lain gak bisa, padahal gak pake vpn tapi pemberitahuannya pake vpn, masa harus pake telkomsel mulu,kouta nya abis pengen pindah gak bisa. tolong benerin lah jadi gak bisa main.",1,8
Habib Alwi,10/3/2025 4:28,scanner kntllll,1,0
Hendy Yudistira,10/3/2025 4:11,game tolol game rusak ajg tolol mods tau nya tidur doang bego tololaay,1,0
MARCELINO Syekjj,10/3/2025 3:52,"game gila, banyak bot dibiarin, mod ga becus, server bapuk, gampang ercon,minimal tingkatin server dulu lah, percuma update update doang kalo servernya bapuk",1,0
Entahkadatahu,10/3/2025 3:51,please fix the server,1,0
ANAK ANIME,10/3/2025 2:55,game apa ini ngak bisa masuk server manapun login ngak bisa jarinan bilangnya eror terus padahal aman jaringan gw tolong ni admin perbaiki game nya karena percuma game bagus tapi menyusahkan pemain nya,1,0
Ali Mustofa,10/3/2025 2:45,"saat mengganti koneksi data dan menggunakan wi-fi dalam permainan, terdeteksi menggunakan vpn, tolong perbaiki ini. dan juga terlalu banyak bot, tolong hapuskan player yg bermain lebih dari 24 jam nonstop!!!",3,0
Farizal Maulana yaqub,10/3/2025 1:36,game nya bagus jadi saya kasih bintang lima🌟🌟🌟🌟🌟,1,0
guntur cahya,10/3/2025 1:27,game asu tiba tiba ada check your internet and make sure you are not using vpn w g make vpn ya asu puki,1,0
Dimzzz,10/3/2025 1:22,"game stres, setiap aja, mau main game ini, banyak banget hal yang terjadi, tiba tiba sinyal nya mati lah, terus stuck di loading lah, ga bisa login lah, kena ip limit lah, pokok nya ribet banget deh sumpahhhh, mending growtopia yang tahun 2019 dari pada sekarang, jelek jelek banget sekarang",1,0
Fathan Fathan,10/3/2025 1:09,mengapa jadi sering sussah untuk login?tolong di perbaiki,4,0
Ade Irawan,10/3/2025 0:31,"server perbaiki, terlalu banyak bot ban kan semua bot",1,0
Aldo Bareto,10/3/2025 0:20,"tolong untuk devnya perbaiki server.. tambah event sj dg.. server perbaiki juga dg kita mainnya tidak senang kalau keluar"" terus. bolak balik masuk. kadang muak.game sudah bagus tp servernya ini. sudah kurang ajar",1,0
Christensen Giovinco wibowo,10/2/2025 23:49,cant login everytime,1,0
mglatif,10/2/2025 23:23,"game nya terlalu rusak bahkan server nya saja selalu penuh akan bot, dan saat mau login selalu ada tulisan too many player, bahkan kadang juga dituduh pake vpn perbaikilah servernya kalo mau game ini rame",1,7
jovan Effendi sie,10/2/2025 22:18,terditeksi menggunakan vpn padahal ga pake vpn dan untuk loginnya susah karena selalu gabisa masuk ke gamenya,1,0
Nur Firdaus,10/2/2025 22:06,parah servernya ga bisa login sama sekali sudah berbulan-bulan,1,0
muhammad rafa,10/2/2025 19:10,pls ubilembut perbaikin untuk masalah login dan juga saya terkena fasle ban di akun baru loh gk jelas banget,1,0
