userName,at,content,score,thumbsUpCount,content_processed_FINAL,tokenize_review,no_symbol,label
Rellynza rahmanindyo,10/16/2025 17:14,"fix the server ,im tired of error connecting ,but deep down im still in love with this game",1,0,fix the server im tired of error connecting but deep down im still in love with this game,"['fix', 'the', 'server', 'im', 'tired', 'of', 'error', 'connecting', 'but', 'deep', 'down', 'im', 'still', 'in', 'love', 'with', 'this', 'game']","['fix', 'the', 'server', 'im', 'tired', 'of', 'error', 'connecting', 'but', 'deep', 'down', 'im', 'still', 'in', 'love', 'with', 'this', 'game']",negative
Dasmi Rukmini,10/16/2025 16:59,i can't log in even though my signal is very good. there is a message that says please try logging in again,5,0,cant login in even though my signal is very good there is message that says please try logging in again,"['cant', 'login', 'in', 'even', 'though', 'my', 'signal', 'is', 'very', 'good', 'there', 'is', 'message', 'that', 'says', 'please', 'try', 'logging', 'in', 'again']","['cant', 'login', 'in', 'even', 'though', 'my', 'signal', 'is', 'very', 'good', 'there', 'is', 'message', 'that', 'says', 'please', 'try', 'logging', 'in', 'again']",positive
RYN07 gaming,10/16/2025 16:53,tolong admin developer growtopia agar mengembalikan cara login seperti dulu karena login yang sekarang bikin susah player dan agar player bermain dengan santai dan jangan lupa balikin login yang seperti dulu,1,2,tolong developer kembali login login susah player player main santai lupa balikin login,"['tolong', 'developer', 'kembali', 'login', 'login', 'susah', 'player', 'player', 'main', 'santai', 'lupa', 'balikin', 'login']","['tolong', 'developer', 'kembali', 'login', 'login', 'susah', 'player', 'player', 'main', 'santai', 'lupa', 'balikin', 'login']",negative
Yadik senim,10/16/2025 16:04,game jelek sering ercon/disconnect tololll!!,1,1,game jelek ercondisconnect tololll,"['game', 'jelek', 'ercondisconnect', 'tololll']","['game', 'jelek', 'ercondisconnect', 'tololll']",negative
Lia Lia,10/16/2025 15:31,tolong lah ini login nya aja susah bnr gmn mau main kalo gini trs dan tolong gmn cara nya geme ini bisa rilis lagi dengan baik dll mungkin sedikit aja makasih,2,0,tolong login susah bnr gmn main gin tolong gmn geme rilis dll makasih,"['tolong', 'login', 'susah', 'bnr', 'gmn', 'main', 'gin', 'tolong', 'gmn', 'geme', 'rilis', 'dll', 'makasih']","['tolong', 'login', 'susah', 'bnr', 'gmn', 'main', 'gin', 'tolong', 'gmn', 'geme', 'rilis', 'dll', 'makasih']",negative
Asan Karman,10/16/2025 13:01,game nya bagus sih tapi mau isi nama player nya agak susah,1,0,game bagus isi nama player susah,"['game', 'bagus', 'isi', 'nama', 'player', 'susah']","['game', 'bagus', 'isi', 'nama', 'player', 'susah']",negative
ZIZ VOOTMLBB,10/16/2025 12:58,game bagus masa gak di mainin,5,0,game bagus mainin,"['game', 'bagus', 'mainin']","['game', 'bagus', 'mainin']",positive
hazard 16,10/16/2025 12:58,game monyet login ae dipersulit,1,0,game monyet login ae sulit,"['game', 'monyet', 'login', 'ae', 'sulit']","['game', 'monyet', 'login', 'ae', 'sulit']",negative
Stokyo,10/16/2025 11:58,benerin server dlu plis gua dari jam 4 gabisa login,1,0,benerin server dlu plis jam gabisa login,"['benerin', 'server', 'dlu', 'plis', 'jam', 'gabisa', 'login']","['benerin', 'server', 'dlu', 'plis', 'jam', 'gabisa', 'login']",negative
Dicky Andika,10/16/2025 11:21,"please fix the login server. why is it that when i want to log in using google, it always says ""ip address full"" and if i want to log in i have to use wifi and can't use data? please fix it.",1,7,please fix the login server why is it that when want to login in using google it always says ip address full and if want to login in have to use wifi and cant use data please fix it,"['please', 'fix', 'the', 'login', 'server', 'why', 'is', 'it', 'that', 'when', 'want', 'to', 'login', 'in', 'using', 'google', 'it', 'always', 'says', 'ip', 'address', 'full', 'and', 'if', 'want', 'to', 'login', 'in', 'have', 'to', 'use', 'wifi', 'and', 'cant', 'use', 'data', 'please', 'fix', 'it']","['please', 'fix', 'the', 'login', 'server', 'why', 'is', 'it', 'that', 'when', 'want', 'to', 'login', 'in', 'using', 'google', 'it', 'always', 'says', 'ip', 'address', 'full', 'and', 'if', 'want', 'to', 'login', 'in', 'have', 'to', 'use', 'wifi', 'and', 'cant', 'use', 'data', 'please', 'fix', 'it']",negative
Muhammad Syafiq,10/16/2025 11:16,tolong lah bod bod nya itu di kurangi dan kalo login susah bener udah login keluar bentar masuk nya susah lagi,5,0,tolong bod bod kurang login susah bener udah login bentar masuk susah,"['tolong', 'bod', 'bod', 'kurang', 'login', 'susah', 'bener', 'udah', 'login', 'bentar', 'masuk', 'susah']","['tolong', 'bod', 'bod', 'kurang', 'login', 'susah', 'bener', 'udah', 'login', 'bentar', 'masuk', 'susah']",positive
syahdan julian,10/16/2025 10:20,"sangat bagus mengajar kan tentang berdagang,bahasa inggris dan skil hidup yang relate dan penting cuma mohon untuk benerin server nya soalnya kalau mau login kadang susah.",5,0,bagus ajar berdagangbahasa inggris skil hidup relate mohon benerin server login kadang susah,"['bagus', 'ajar', 'berdagangbahasa', 'inggris', 'skil', 'hidup', 'relate', 'mohon', 'benerin', 'server', 'login', 'kadang', 'susah']","['bagus', 'ajar', 'berdagangbahasa', 'inggris', 'skil', 'hidup', 'relate', 'mohon', 'benerin', 'server', 'login', 'kadang', 'susah']",positive
Siau Ling,10/16/2025 9:20,gt ini bagus,5,0,bagus,['bagus'],['bagus'],positive
riyan Afandi,10/16/2025 7:54,aplah saat saya beli dl tiba tiba dl saya hilang,1,0,aplah beli dl dl hilang,"['aplah', 'beli', 'dl', 'dl', 'hilang']","['aplah', 'beli', 'dl', 'dl', 'hilang']",negative
RFKY YT,10/16/2025 6:04,game nya burik banget,5,0,game burik banget,"['game', 'burik', 'banget']","['game', 'burik', 'banget']",positive
Bureido Kun,10/16/2025 5:35,pemain asli malah gabisa login sama sekali giliran bot bisa merajalela,1,0,main asli gabisa login gilir bot rajalela,"['main', 'asli', 'gabisa', 'login', 'gilir', 'bot', 'rajalela']","['main', 'asli', 'gabisa', 'login', 'gilir', 'bot', 'rajalela']",negative
Dendra,10/16/2025 5:23,"bug cant login user wifi. the provider my republic can't login there read (try again or use vpn) edited 16 oct. there fix i can log in with wifi next i want this game improved server with unlimited and fix the bot, make new lock more than 100bgl to convert it",5,0,bug cant login user wifi the provider my republic cant login there read try again or use vpn edited oct there fix can login in with wifi next want this game improved server with unlimited and fix the bot make new lock more than bgl to convert it,"['bug', 'cant', 'login', 'user', 'wifi', 'the', 'provider', 'my', 'republic', 'cant', 'login', 'there', 'read', 'try', 'again', 'or', 'use', 'vpn', 'edited', 'oct', 'there', 'fix', 'can', 'login', 'in', 'with', 'wifi', 'next', 'want', 'this', 'game', 'improved', 'server', 'with', 'unlimited', 'and', 'fix', 'the', 'bot', 'make', 'new', 'lock', 'more', 'than', 'bgl', 'to', 'convert', 'it']","['bug', 'cant', 'login', 'user', 'wifi', 'the', 'provider', 'my', 'republic', 'cant', 'login', 'there', 'read', 'try', 'again', 'or', 'use', 'vpn', 'edited', 'oct', 'there', 'fix', 'can', 'login', 'in', 'with', 'wifi', 'next', 'want', 'this', 'game', 'improved', 'server', 'with', 'unlimited', 'and', 'fix', 'the', 'bot', 'make', 'new', 'lock', 'more', 'than', 'bgl', 'to', 'convert', 'it']",positive
PERCOBAAN 1,10/16/2025 4:41,game tolol banyak judi sama spammer,1,0,game tolol judi spammer,"['game', 'tolol', 'judi', 'spammer']","['game', 'tolol', 'judi', 'spammer']",negative
Muhammadhilalmuzakki,10/16/2025 3:12,wifi udah 5g masih ga bisa login,1,0,wifi udah login,"['wifi', 'udah', 'login']","['wifi', 'udah', 'login']",negative
Ali Hasmi,10/16/2025 2:43,"pler gaguna make wifi selalu ""login fail tunggu 30 detik"" udah hubungin support berkali kali masih belum di jawab, udah ancur nambah acur, ubisoft ga niat ngerawat ini game😩",5,54,pler gaguna make wifi login fail tunggu detik udah hubungin support kali kali udah ancur nambah acur ubisoft niat ngerawat game,"['pler', 'gaguna', 'make', 'wifi', 'login', 'fail', 'tunggu', 'detik', 'udah', 'hubungin', 'support', 'kali', 'kali', 'udah', 'ancur', 'nambah', 'acur', 'ubisoft', 'niat', 'ngerawat', 'game']","['pler', 'gaguna', 'make', 'wifi', 'login', 'fail', 'tunggu', 'detik', 'udah', 'hubungin', 'support', 'kali', 'kali', 'udah', 'ancur', 'nambah', 'acur', 'ubisoft', 'niat', 'ngerawat', 'game']",positive
Riyadhdullatief 01,10/16/2025 2:20,kenapa susah login si,1,0,susah login si,"['susah', 'login', 'si']","['susah', 'login', 'si']",negative
Master MIUI,10/16/2025 1:24,i love growtopia,5,0,love,['love'],['love'],positive
Dasrial Wijaya,10/16/2025 1:09,pihak ubisoft tidak bisa membantu apapun,1,0,ubisoft bantu apa,"['ubisoft', 'bantu', 'apa']","['ubisoft', 'bantu', 'apa']",negative
TaTsuya Kun,10/15/2025 20:07,gw di tuduh pake vpn apaan coba ubi lembut bener dikit lah log in aja susah bener,1,0,tuduh vpn coba ubi lembut bener dikit login in susah bener,"['tuduh', 'vpn', 'coba', 'ubi', 'lembut', 'bener', 'dikit', 'login', 'in', 'susah', 'bener']","['tuduh', 'vpn', 'coba', 'ubi', 'lembut', 'bener', 'dikit', 'login', 'in', 'susah', 'bener']",negative
Valen,10/15/2025 15:28,can't login,1,0,cant login,"['cant', 'login']","['cant', 'login']",negative
Akina Takisa,10/15/2025 14:13,ketika sedang mau login banyak masalah dan bermacam macam jenis error login. segera di perbaiki dan saya sudah malas untuk mengatasi semua error setiap hari!!!,1,2,login jenis error login baik malas atas error,"['login', 'jenis', 'error', 'login', 'baik', 'malas', 'atas', 'error']","['login', 'jenis', 'error', 'login', 'baik', 'malas', 'atas', 'error']",negative
M. Ibrahim hamid,10/15/2025 14:02,suck game 🤣,1,0,suck game,"['suck', 'game']","['suck', 'game']",negative
M.Harun Arrosyid,10/15/2025 13:34,"aplikasi sampah, baru login aja gabisaaa udah lebih dri 2 minggu, pke vpn aja engga malah dsuruh matiin vpn game ampass gaguna dev mikir untung doang",1,7,aplikasi sampah login gabisaaa udah dri minggu pke vpn engga dsuruh matiin vpn game ampass gaguna dev mikir untung doang,"['aplikasi', 'sampah', 'login', 'gabisaaa', 'udah', 'dri', 'minggu', 'pke', 'vpn', 'engga', 'dsuruh', 'matiin', 'vpn', 'game', 'ampass', 'gaguna', 'dev', 'mikir', 'untung', 'doang']","['aplikasi', 'sampah', 'login', 'gabisaaa', 'udah', 'dri', 'minggu', 'pke', 'vpn', 'engga', 'dsuruh', 'matiin', 'vpn', 'game', 'ampass', 'gaguna', 'dev', 'mikir', 'untung', 'doang']",negative
Yunivan Wardana,10/15/2025 13:12,is your server this bad? like your mother?,1,0,is your server this bad like your mother,"['is', 'your', 'server', 'this', 'bad', 'like', 'your', 'mother']","['is', 'your', 'server', 'this', 'bad', 'like', 'your', 'mother']",negative
11_Fathkhun Najib,10/15/2025 13:07,"jaringan bagus, tapi sering disconnect, udah log innya susah, server penuh, jmbtt",1,0,jaring bagus disconnect udah login innya susah server penuh jmbtt,"['jaring', 'bagus', 'disconnect', 'udah', 'login', 'innya', 'susah', 'server', 'penuh', 'jmbtt']","['jaring', 'bagus', 'disconnect', 'udah', 'login', 'innya', 'susah', 'server', 'penuh', 'jmbtt']",negative
Ambia Alexander Jailani,10/15/2025 11:49,scammmmmm,1,0,scammmmmm,['scammmmmm'],['scammmmmm'],negative
Hafizh Rochman,10/15/2025 11:34,ngk jelas ni game sekarangg hancur,1,0,ngk game sekarangg hancur,"['ngk', 'game', 'sekarangg', 'hancur']","['ngk', 'game', 'sekarangg', 'hancur']",negative
Maul,10/15/2025 10:17,kembalikan game ini pada seth dan hamumu!,1,0,kembali game seth hamumu,"['kembali', 'game', 'seth', 'hamumu']","['kembali', 'game', 'seth', 'hamumu']",negative
Rafian Irwansyah hasan,10/15/2025 10:13,game nya bagus seru juga karna banyak pemain nyaa tapi ada sedikit sesuatu yg membuat bosan main nya karna jaringan nya hilang dikit langsung dc terus susah masuk nya karna pemain nya udh pas 95k,5,0,game bagus seru karna main nyaa bosan main karna jaring hilang dikit langsung dc susah masuk karna main pas,"['game', 'bagus', 'seru', 'karna', 'main', 'nyaa', 'bosan', 'main', 'karna', 'jaring', 'hilang', 'dikit', 'langsung', 'dc', 'susah', 'masuk', 'karna', 'main', 'pas']","['game', 'bagus', 'seru', 'karna', 'main', 'nyaa', 'bosan', 'main', 'karna', 'jaring', 'hilang', 'dikit', 'langsung', 'dc', 'susah', 'masuk', 'karna', 'main', 'pas']",positive
zildjian,10/15/2025 10:04,game aneh...akun gua ke ban terus....game kikir,1,0,game anehakun ban terusgame kikir,"['game', 'anehakun', 'ban', 'terusgame', 'kikir']","['game', 'anehakun', 'ban', 'terusgame', 'kikir']",negative
NATUS VINCERE ADIVUAT,10/15/2025 9:12,game nya dh mati kah??,5,0,game mati kah,"['game', 'mati', 'kah']","['game', 'mati', 'kah']",positive
Akhmad hasan Syafiq,10/15/2025 9:07,"lawak nih game,gw lagi main pake spotify di suspend,emang death game buat apa di pertahanin,so buat lu yg masih main mending hapus aja nih game ga jelas banget,lawak lawak gw baru comeback malah di suspend gajelas padahal ga pake apk pihak ketiga,emang anak tiri nih game",1,0,lawak gamegw main spotify suspendemang death game pertahaninso lu main mending hapus game bangetlawak lawak comeback suspend gajelas apk ketigaemang anak tiri game,"['lawak', 'gamegw', 'main', 'spotify', 'suspendemang', 'death', 'game', 'pertahaninso', 'lu', 'main', 'mending', 'hapus', 'game', 'bangetlawak', 'lawak', 'comeback', 'suspend', 'gajelas', 'apk', 'ketigaemang', 'anak', 'tiri', 'game']","['lawak', 'gamegw', 'main', 'spotify', 'suspendemang', 'death', 'game', 'pertahaninso', 'lu', 'main', 'mending', 'hapus', 'game', 'bangetlawak', 'lawak', 'comeback', 'suspend', 'gajelas', 'apk', 'ketigaemang', 'anak', 'tiri', 'game']",negative
Canada Vpn,10/15/2025 8:44,masuk nya plis cancel,1,0,masuk plis cancel,"['masuk', 'plis', 'cancel']","['masuk', 'plis', 'cancel']",negative
NALENDRA SUDIRO,10/15/2025 8:40,"kenapa error mulu ni game akun ny tiba"" bgt ilang padahal dh bener gmail ny aneh dh main 5 tahun an masa gini kecewa berat",1,0,error mulu game akun ny banget ilang bener gmail ny aneh main an gin kecewa berat,"['error', 'mulu', 'game', 'akun', 'ny', 'banget', 'ilang', 'bener', 'gmail', 'ny', 'aneh', 'main', 'an', 'gin', 'kecewa', 'berat']","['error', 'mulu', 'game', 'akun', 'ny', 'banget', 'ilang', 'bener', 'gmail', 'ny', 'aneh', 'main', 'an', 'gin', 'kecewa', 'berat']",negative
Santi Septian,10/15/2025 2:23,good plis update againt,5,0,good plis update againt,"['good', 'plis', 'update', 'againt']","['good', 'plis', 'update', 'againt']",positive
Muawwiz 123,10/14/2025 23:15,"aku tidak menggunakan vpn tetapi kenapa selalu muncul notif ""cek internet dan pastikan tidak menggunakan vpn""?",4,0,vpn muncul notif cek internet pasti vpn,"['vpn', 'muncul', 'notif', 'cek', 'internet', 'pasti', 'vpn']","['vpn', 'muncul', 'notif', 'cek', 'internet', 'pasti', 'vpn']",positive
Nurhin Muhammad,10/14/2025 18:11,game keren,5,0,game keren,"['game', 'keren']","['game', 'keren']",positive
Fedrio Ferdiansyah,10/14/2025 15:30,mantap,5,0,mantap,['mantap'],['mantap'],positive
Stokton Hokter,10/14/2025 14:53,bagi bgl min ke world 2cinr,5,0,bgl world cinr,"['bgl', 'world', 'cinr']","['bgl', 'world', 'cinr']",positive
bold Diesel,10/14/2025 13:31,uda,5,0,uda,['uda'],['uda'],positive
Rizky Al Ghifari,10/6/2025 14:41,i cant login my old acc,5,0,cant login my old acc,"['cant', 'login', 'my', 'old', 'acc']","['cant', 'login', 'my', 'old', 'acc']",positive
Akbar Ega,10/14/2025 11:46,biarkan bintang berbicara,5,0,biar bintang bicara,"['biar', 'bintang', 'bicara']","['biar', 'bintang', 'bicara']",positive
TRI NURHARYANTO,10/14/2025 9:17,broken game!! please fix your server!!!! potato server!! sub server!! false ban! disconnect! to many people logging at once! entering world lol! one star for this game!,5,0,broken game please fix your server potato server sub server false ban disconnect to many people logging at once entering world lol one star for this game,"['broken', 'game', 'please', 'fix', 'your', 'server', 'potato', 'server', 'sub', 'server', 'false', 'ban', 'disconnect', 'to', 'many', 'people', 'logging', 'at', 'once', 'entering', 'world', 'lol', 'one', 'star', 'for', 'this', 'game']","['broken', 'game', 'please', 'fix', 'your', 'server', 'potato', 'server', 'sub', 'server', 'false', 'ban', 'disconnect', 'to', 'many', 'people', 'logging', 'at', 'once', 'entering', 'world', 'lol', 'one', 'star', 'for', 'this', 'game']",positive
Vaughan Pieters,10/14/2025 8:28,game nya bagus,5,3,game bagus,"['game', 'bagus']","['game', 'bagus']",positive
33 Yohanes Paulus Christiano Hernowo,10/13/2025 16:36,oke,5,0,oke,['oke'],['oke'],positive
fahry gaming,10/13/2025 14:26,"yg baru mau ingin download gk ush bro , ni ni game anj,gw gk salah apapa malah diban anj,bukan gw doang bro bnyk yg udh kyk gua ,knp gw kasih bintang 5,biar comen nya di atas bro",5,0,download ush bro game anjgw salah apapa ban anjbukan doang bro bnyk kyk knp kasih bintang biar comen bro,"['download', 'ush', 'bro', 'game', 'anjgw', 'salah', 'apapa', 'ban', 'anjbukan', 'doang', 'bro', 'bnyk', 'kyk', 'knp', 'kasih', 'bintang', 'biar', 'comen', 'bro']","['download', 'ush', 'bro', 'game', 'anjgw', 'salah', 'apapa', 'ban', 'anjbukan', 'doang', 'bro', 'bnyk', 'kyk', 'knp', 'kasih', 'bintang', 'biar', 'comen', 'bro']",positive
Norrick Peterson,10/13/2025 13:21,often error on the server or system and often lag :)i miss the old gt man,5,0,often error on the server or system and often lag miss the old man,"['often', 'error', 'on', 'the', 'server', 'or', 'system', 'and', 'often', 'lag', 'miss', 'the', 'old', 'man']","['often', 'error', 'on', 'the', 'server', 'or', 'system', 'and', 'often', 'lag', 'miss', 'the', 'old', 'man']",positive
Syabil Bilal,10/13/2025 2:30,perbaikannnn,5,1,perbaikannnn,['perbaikannnn'],['perbaikannnn'],positive
Hero,10/12/2025 16:30,plishoki,5,0,plishoki,['plishoki'],['plishoki'],positive
Raihan Fikri Akbari,10/12/2025 13:53,game bagus server lancar ga banyak bot terimakasih growtopia bikin hari ku senang 🤭,5,0,game bagus server lancar bot terimakasih ku senang,"['game', 'bagus', 'server', 'lancar', 'bot', 'terimakasih', 'ku', 'senang']","['game', 'bagus', 'server', 'lancar', 'bot', 'terimakasih', 'ku', 'senang']",positive
Mawar Ruliana,10/12/2025 12:33,fasa,5,0,fasa,['fasa'],['fasa'],positive
Rumiati Astuti,10/12/2025 12:24,seru sekali ini game,5,0,seru game,"['seru', 'game']","['seru', 'game']",positive
Muhammad Aldi,10/12/2025 11:05,sistem growtopia selalu lag di masalah id sama pw dan banyak lag lag lag pls update ur server bruhhh,5,0,sistem lag id pw lag lag lag pls update ur server bruhhh,"['sistem', 'lag', 'id', 'pw', 'lag', 'lag', 'lag', 'pls', 'update', 'ur', 'server', 'bruhhh']","['sistem', 'lag', 'id', 'pw', 'lag', 'lag', 'lag', 'pls', 'update', 'ur', 'server', 'bruhhh']",positive
Iqbal Nih,10/12/2025 9:19,bagsu,5,0,bagsu,['bagsu'],['bagsu'],positive
Fikri FikriNurcahyono,10/12/2025 6:42,game ko aneh,5,0,game ko aneh,"['game', 'ko', 'aneh']","['game', 'ko', 'aneh']",positive
rafif,10/12/2025 6:23,"game yg seru,tapi tolong di perbaiki masalah error saat login",4,0,game serutapi tolong baik error login,"['game', 'serutapi', 'tolong', 'baik', 'error', 'login']","['game', 'serutapi', 'tolong', 'baik', 'error', 'login']",positive
Ilham Akunn,10/12/2025 5:48,seru tapi banyak bot,5,0,seru bot,"['seru', 'bot']","['seru', 'bot']",positive
Noval Ahmad,10/12/2025 4:07,kenapa sih ip keluar sendiri terus gak bisa login dan lagi jaringan ku vpn apa aku pake jaringan xl aku di indonesia,4,0,ip login jaring ku vpn jaring xl indonesia,"['ip', 'login', 'jaring', 'ku', 'vpn', 'jaring', 'xl', 'indonesia']","['ip', 'login', 'jaring', 'ku', 'vpn', 'jaring', 'xl', 'indonesia']",positive
Bot2,10/11/2025 19:18,"the more you update it, the more it breaks👍🏻(semakin di update semakin rusak👍🏻) why did i give it 5 stars? yes, so it's at the top.(kenapa saya kasi bintang 5?ya biar di atas)",5,0,the more you update it the more it breakssemakin update rusak why did give it stars yes so its at the topkenapa kasi bintang biar,"['the', 'more', 'you', 'update', 'it', 'the', 'more', 'it', 'breakssemakin', 'update', 'rusak', 'why', 'did', 'give', 'it', 'stars', 'yes', 'so', 'its', 'at', 'the', 'topkenapa', 'kasi', 'bintang', 'biar']","['the', 'more', 'you', 'update', 'it', 'the', 'more', 'it', 'breakssemakin', 'update', 'rusak', 'why', 'did', 'give', 'it', 'stars', 'yes', 'so', 'its', 'at', 'the', 'topkenapa', 'kasi', 'bintang', 'biar']",positive
TIRTAAA,10/11/2025 9:23,"lag mulu zirr""try login again"" geramyo😹",5,1,lag mulu zirrtry login again geramyo,"['lag', 'mulu', 'zirrtry', 'login', 'again', 'geramyo']","['lag', 'mulu', 'zirrtry', 'login', 'again', 'geramyo']",positive
Pais Purwanto,10/11/2025 6:39,keren semoga servernya ga ngelek saya maen dah lama ini baru comeback lagi terimakasih ubisoft🤩🤩🤩,5,0,keren moga servernya ngelek maen comeback terimakasih ubisoft,"['keren', 'moga', 'servernya', 'ngelek', 'maen', 'comeback', 'terimakasih', 'ubisoft']","['keren', 'moga', 'servernya', 'ngelek', 'maen', 'comeback', 'terimakasih', 'ubisoft']",positive
Mitra Galaxy,10/11/2025 6:02,game nya ngebosenin coba aja tiba tiba ada admin yang datang ke aku baru ngasih semua item langka auto ku promosikan gamenya,4,0,game ngebosenin coba ngasih item langka auto ku promosi gamenya,"['game', 'ngebosenin', 'coba', 'ngasih', 'item', 'langka', 'auto', 'ku', 'promosi', 'gamenya']","['game', 'ngebosenin', 'coba', 'ngasih', 'item', 'langka', 'auto', 'ku', 'promosi', 'gamenya']",positive
Bhima Yusafine,10/11/2025 4:33,gem bagus dan band band i anak pakek gl atau pun proxy biar gak dead gem dan banyak bot kurangi semakin login. semakin banyak bot yang auto atau kasino,5,0,game bagus band band anak pakek gl proxy biar dead game bot kurang login bot auto kasino,"['game', 'bagus', 'band', 'band', 'anak', 'pakek', 'gl', 'proxy', 'biar', 'dead', 'game', 'bot', 'kurang', 'login', 'bot', 'auto', 'kasino']","['game', 'bagus', 'band', 'band', 'anak', 'pakek', 'gl', 'proxy', 'biar', 'dead', 'game', 'bot', 'kurang', 'login', 'bot', 'auto', 'kasino']",positive
Bang R,10/11/2025 4:27,overloaded server,4,0,overloaded server,"['overloaded', 'server']","['overloaded', 'server']",positive
Ff Gemge,10/11/2025 3:32,gamenya keren,5,0,gamenya keren,"['gamenya', 'keren']","['gamenya', 'keren']",positive
Totoy tangker,10/10/2025 14:51,"nice game, but server very bad",5,0,nice game but server very bad,"['nice', 'game', 'but', 'server', 'very', 'bad']","['nice', 'game', 'but', 'server', 'very', 'bad']",positive
Danu Rahmandito,10/10/2025 13:38,"ubisoft pls fix ur game ,why my ping is good , buy in growtopia is very lag example : can't enter world , reconnect"" , and very lagg",5,0,ubisoft pls fix ur game why my ping is good buy in is very lag example cant enter world reconnect and very lagg,"['ubisoft', 'pls', 'fix', 'ur', 'game', 'why', 'my', 'ping', 'is', 'good', 'buy', 'in', 'is', 'very', 'lag', 'example', 'cant', 'enter', 'world', 'reconnect', 'and', 'very', 'lagg']","['ubisoft', 'pls', 'fix', 'ur', 'game', 'why', 'my', 'ping', 'is', 'good', 'buy', 'in', 'is', 'very', 'lag', 'example', 'cant', 'enter', 'world', 'reconnect', 'and', 'very', 'lagg']",positive
Devin Alviano,10/10/2025 13:23,game bagus,5,0,game bagus,"['game', 'bagus']","['game', 'bagus']",positive
Killing Machine,10/6/2025 14:49,good game :),5,0,good game,"['good', 'game']","['good', 'game']",positive
rajino rajino,10/10/2025 7:34,"plis pada comeback gt ya, aku kgn 🤗😀",5,0,plis comeback kgn,"['plis', 'comeback', 'kgn']","['plis', 'comeback', 'kgn']",positive
Desta Riyadi,10/10/2025 6:08,big w i got sun blade,5,0,big got sun blade,"['big', 'got', 'sun', 'blade']","['big', 'got', 'sun', 'blade']",positive
Moses Timothy,10/10/2025 3:52,gg semoga 28 19 sama 00 trus gua,5,0,gg moga trus,"['gg', 'moga', 'trus']","['gg', 'moga', 'trus']",positive
opm 50k,10/10/2025 3:15,game bagus saran dari gua benerin server aja dulu biar enga full mulu,5,0,game bagus saran benerin server biar enga full mulu,"['game', 'bagus', 'saran', 'benerin', 'server', 'biar', 'enga', 'full', 'mulu']","['game', 'bagus', 'saran', 'benerin', 'server', 'biar', 'enga', 'full', 'mulu']",positive
Hahass Hahsh,10/10/2025 1:53,"bintang 5 biar up aku pake wifi ga bisa on 4 bulan, dan biasa nya pake vpn favorit bisa srkarang ga bisa kecewa berat gamr aneh",5,0,bintang biar up wifi on vpn favorit srkarang kecewa berat gamr aneh,"['bintang', 'biar', 'up', 'wifi', 'on', 'vpn', 'favorit', 'srkarang', 'kecewa', 'berat', 'gamr', 'aneh']","['bintang', 'biar', 'up', 'wifi', 'on', 'vpn', 'favorit', 'srkarang', 'kecewa', 'berat', 'gamr', 'aneh']",positive
Abdurrahman Naufal,10/10/2025 0:44,"game ny membaik, server kadang lancar, tapi sering dc, bot juga masih banyak",5,0,game ny baik server kadang lancar dc bot,"['game', 'ny', 'baik', 'server', 'kadang', 'lancar', 'dc', 'bot']","['game', 'ny', 'baik', 'server', 'kadang', 'lancar', 'dc', 'bot']",positive
Hermin Yuliyani,10/9/2025 22:49,growtopia game terbaikk,5,0,game terbaikk,"['game', 'terbaikk']","['game', 'terbaikk']",positive
Nanang Permana,10/9/2025 18:37,"banyak yang kritik bukanya lebih baik gamenya malah makin menjadi, tolong di urus itu bot,spamer, csn, qq udah ban aja,gak bakalan rugi ngeban akun hama kaya gitu",4,0,kritik buka gamenya tolong urus botspamer csn qq udah ban ajagak rugi ngeban akun hama kaya,"['kritik', 'buka', 'gamenya', 'tolong', 'urus', 'botspamer', 'csn', 'qq', 'udah', 'ban', 'ajagak', 'rugi', 'ngeban', 'akun', 'hama', 'kaya']","['kritik', 'buka', 'gamenya', 'tolong', 'urus', 'botspamer', 'csn', 'qq', 'udah', 'ban', 'ajagak', 'rugi', 'ngeban', 'akun', 'hama', 'kaya']",positive
AidiL Fikri,10/9/2025 14:59,"thanks u got me, pls unban my account id : 1woo",5,1,thanks got me pls unban my account id woo,"['thanks', 'got', 'me', 'pls', 'unban', 'my', 'account', 'id', 'woo']","['thanks', 'got', 'me', 'pls', 'unban', 'my', 'account', 'id', 'woo']",positive
Rama aji Pangestu,10/9/2025 14:55,game seru,5,0,game seru,"['game', 'seru']","['game', 'seru']",positive
Denis H,10/9/2025 14:37,"i love this game, because this game i have many friend",5,1,love this game because this game have many friend,"['love', 'this', 'game', 'because', 'this', 'game', 'have', 'many', 'friend']","['love', 'this', 'game', 'because', 'this', 'game', 'have', 'many', 'friend']",positive
Rezky Has Died,10/9/2025 14:33,please develop it further especially regarding the server being too heavy,5,0,please develop it further especially regarding the server being too heavy,"['please', 'develop', 'it', 'further', 'especially', 'regarding', 'the', 'server', 'being', 'too', 'heavy']","['please', 'develop', 'it', 'further', 'especially', 'regarding', 'the', 'server', 'being', 'too', 'heavy']",positive
Jerred Cangniago,10/9/2025 14:24,fk this game,5,0,fk this game,"['fk', 'this', 'game']","['fk', 'this', 'game']",positive
Muhammad Ikhbal,10/9/2025 14:15,permainannya seru banget,5,0,main seru banget,"['main', 'seru', 'banget']","['main', 'seru', 'banget']",positive
